ID,Language_ID,Parameter_ID,Form,Segments,Comment,Contribution_ID,Glottocode_in_dataset,Language_name_in_dataset
daka1243-five,daka1243,five,lim,,,abvd,sesi1237,Daakaka (Sesivi)
daka1243-hand,daka1243,hand,βeo-k,,,abvd,sesi1237,Daakaka (Sesivi)
paam1238-five,paam1238,five,e-lim,,,abvd,paam1238,Paama (Laul)
paam1238-hand,paam1238,hand,he-ku,,,abvd,paam1238,Paama (Laul)
baki1244-five,baki1244,five,čumo,,,abvd,baki1244,Baki
baki1244-hand,baki1244,hand,čuma-ku,,,abvd,baki1244,Baki
bier1244-five,bier1244,five,čima,,,abvd,bier1244,Bierebo (Bonkovia)
bier1244-hand,bier1244,hand,čima-ᵑgu,,,abvd,bier1244,Bierebo (Burupika)
bier1246-five,bier1246,five,lima,,,abvd,bier1246,Oreao
bier1246-hand,bier1246,hand,limana,,,abvd,bier1246,Oreao
maii1238-five,maii1238,five,i-limə,,,abvd,maii1238,Maii
maii1238-hand,maii1238,hand,luma-ŋ,,,abvd,maii1238,Maii
lame1260-five,lame1260,five,lima,,,chan2019,lame1260,"Lamen, Vanuatu"
lame1260-hand,lame1260,hand,limao,,,abvd,lame1260,Lamen Bay
lewo1242-five,lewo1242,five,lima,,,abvd,lewo1242,Lewo (Nikaura village)
lewo1242-hand,lewo1242,hand,lima-u,,,abvd,mate1259,Lewo (Mate village)
lele1267-five,lele1267,five,lima,,,abvd,lele1267,Lelepa
lele1267-hand,lele1267,hand,nara,,,abvd,lele1267,Lelepa
nort2836-five,nort2836,five,lima,,,abvd,nort2836,Lopalis (Nakanamanga)
nort2836-hand,nort2836,hand,naruna,,,abvd,nort2836,Lopalis (Nakanamanga)
eton1255-five,eton1255,five,e-lim,,,abvd,eton1255,Eton
eton1255-hand,eton1255,hand,aru-ŋ,,,abvd,eton1255,Eton
sout2856-five,sout2856,five,i-lim,,,abvd,sout2856,"Efate, South (Eratap)"
sout2856-hand,sout2856,hand,nar,,,abvd,sout2856,South Efate
nama1268-five,nama1268,five,ke-lim,,,abvd,tong1322,Namakura (Tongariki)
nama1268-hand,nama1268,hand,lima,,,abvd,nama1268,Namakir
ifoo1237-five,ifoo1237,five,sukrim,,,abvd,ifoo1237,Ifo (Utaha)
siee1239-five,siee1239,five,sukrim,,,abvd,siee1239,Sie
siee1239-hand,siee1239,hand,noru-,,,abvd,siee1239,Sye (Erromangan)
urav1235-five,urav1235,five,suelem,,,abvd,urav1235,Ura
urav1235-hand,urav1235,hand,leŋe-,,,abvd,urav1235,Ura
lena1238-five,lena1238,five,katilim,,,abvd,lena1238,Lenakel
lena1238-hand,lena1238,hand,na-limu-ku,,,abvd,lena1238,Lenakel (Lonasilian)
nort2847-five,nort2847,five,kariem,,,chan2019,nort2847,"North Tanna, Vanuatu"
nort2847-hand,nort2847,hand,ne-lma-k,,,abvd,nort2847,"Tanna, North"
whit1269-five,whit1269,five,kərilem,,,chan2019,whit1269,"Whitesands, Vanuatu"
whit1269-hand,whit1269,hand,na-l̥ima-k,,,abvd,whit1269,Whitesands (Iarkei)
kwam1252-five,kwam1252,five,kerirəm,,,abvd,kwam1252,Kwamera (Isiai)
kwam1252-hand,kwam1252,hand,rəŋə-,,,abvd,kwam1252,Kwamera
sout2869-five,sout2869,five,kɨlkɨlɨp,,,abvd,sout2869,Vaha (Tanna Island)
sout2869-hand,sout2869,hand,lɨm,,,abvd,sout2869,Vaha (Tanna Island)
anei1239-five,anei1239,five,"nijman [nit͡ʃman), faiv",,,chan2019,anei1239,"Aneityum, Vanuatu"
anei1239-hand,anei1239,hand,nijma-,,,abvd,anei1239,Anejom (Aneityum)
dehu1237-five,dehu1237,five,tripi,,,abvd,dehu1237,Dehu
dehu1237-hand,dehu1237,hand,ime,,,abvd,dehu1237,ⁿDe’u
iaai1238-five,iaai1238,five,baa|xaca,,,abvd,iaai1238,Iaai
iaai1238-hand,iaai1238,hand,beñi-,,,abvd,iaai1238,Iaai
neng1238-five,neng1238,five,se dongo,,,barlowpacific,neng1238,"Britannia Island, Nengone"
neng1238-hand,neng1238,hand,nin,,,abvd,neng1238,Nengone
caac1237-five,caac1237,five,nim,,,abvd,caac1237,Moeneᵐbeŋ
caac1237-hand,caac1237,hand,hik,,,abvd,caac1237,Caac
kuma1276-five,kuma1276,five,poanem,,,abvd,nene1250,Nenema
kuma1276-hand,kuma1276,hand,shi-,,,abvd,kuma1276,Nêlêmwa
yuag1237-five,yuag1237,five,ni,,,barlowpacific,yuag1237,θua·ŋɛ (Gomen)
yuag1237-hand,yuag1237,hand,’i n,,,abvd,yuag1237,ᵐBonⁿde
bala1316-five,bala1316,five,poanem,,,abvd,bala1316,ʝalasu
bala1316-hand,bala1316,hand,ie n,,,abvd,bala1316,ʝalasu
nyal1254-five,nyal1254,five,nem,,,abvd,nyal1254,Nyelâyu
nyal1254-hand,nyal1254,hand,e n,,,abvd,nyal1254,ᵐBelep
jawe1237-five,jawe1237,five,nim,,,abvd,jawe1237,Jawe
jawe1237-hand,jawe1237,hand,hi,,,abvd,jawe1237,Jawe
fwai1237-five,fwai1237,five,nim,,,abvd,fwai1237,Fwâi
fwai1237-hand,fwai1237,hand,hi,,,abvd,fwai1237,Fwâi
nemi1240-five,nemi1240,five,nim,,,abvd,nemi1240,Nemi (East cost area)
nemi1240-hand,nemi1240,hand,hi,,,abvd,nemi1240,Nemi (East cost area)
pije1237-five,pije1237,five,nim,,,abvd,pije1237,Pije (Ocean)
pije1237-hand,pije1237,hand,hi,,,abvd,pije1237,Pije (Ocean)
pwaa1237-five,pwaa1237,five,nim,,,abvd,pwaa1237,Poamei
pwaa1237-hand,pwaa1237,hand,’i n,,,abvd,pwaa1237,Poamei
pwap1237-five,pwap1237,five,nim,,,abvd,pwap1237,Poapoã
pwap1237-hand,pwap1237,hand,sin,,,abvd,pwap1237,Pwapwâ - mBoyen
cemu1238-five,cemu1238,five,nim,,,abvd,cemu1238,camuki
cemu1238-hand,cemu1238,hand,a ’i n,,,abvd,cemu1238,camuki
paic1239-five,paic1239,five,ca:˥-kä˥rä˥-î˥-jè˥,,,abvd,paic1239,Paicî
paic1239-hand,paic1239,hand,î˥,,,abvd,paic1239,Paicî
bwat1240-five,bwat1240,five,nim,,,abvd,bwat1240,Bwatoo
bwat1240-hand,bwat1240,hand,өin,,,abvd,bwat1240,Bwatoo
haek1239-five,haek1239,five,nim,,,abvd,haek1239,Haeke
haek1239-hand,haek1239,hand,θi n,,,abvd,haek1239,’Aekɛ
have1241-five,have1241,five,nim,,,abvd,have1241,Haveke
have1241-hand,have1241,hand,Ɵin,,,abvd,have1241,Haveke
hmwa1243-five,hmwa1243,five,nim,,,abvd,hmwa1243,ʰMoavekɛ
hmwa1243-hand,hmwa1243,hand,si,,,abvd,hmwa1243,ʰMoavekɛ
vama1243-five,vama1243,five,nim,,,abvd,vama1243,ʰMoaekɛ
vama1243-hand,vama1243,hand,i si n,,,abvd,vama1243,ʰMoaekɛ
waam1236-five,waam1236,five,nim,,,abvd,waam1236,Wamoaŋ
waam1236-hand,waam1236,hand,θi n,,,abvd,waam1236,Wamoaŋ
ajie1238-five,ajie1238,five,kani,,,abvd,ajie1238,Ajiø
ajie1238-hand,ajie1238,hand,e,,,abvd,houa1234,Houaïlou
arha1237-five,arha1237,five,keni,,,abvd,arha1237,Arʃa
arha1237-hand,arha1237,hand,gawi ø xerua,,,abvd,arha1237,Arʃa
arho1237-five,arho1237,five,kani:,,,abvd,arho1237,Aro
arho1237-hand,arho1237,hand,ã e xerua,,,abvd,arho1237,Aro
tiri1258-five,tiri1258,five,anɔ̃rɔ̃,,,abvd,meaa1237,Hamea
tiri1258-hand,tiri1258,hand,me:hi,,,abvd,tiri1261,Tîrî (Tsîrî - Tintin)
orow1242-five,orow1242,five,keni:,,,abvd,orow1242,ᵐBoewe
orow1242-hand,orow1242,hand,gawi ɛ,,,abvd,orow1242,ᵐBoewe
zire1240-five,zire1240,five,anoro,,,abvd,zire1240,Sirehë
zire1240-hand,zire1240,hand,mãrã,,,abvd,zire1240,Sishëë
neku1237-five,neku1237,five,keni:,,,abvd,neku1237,Neku
neku1237-hand,neku1237,hand,gawi ø,,,abvd,neku1237,Neku
xara1244-five,xara1244,five,ʃã:ʃɛ̃xɛ̃,,,abvd,xara1244,Xârâcùù
xara1244-hand,xara1244,hand,xɛ̃,,,abvd,xara1244,Xârâcùù
xara1243-five,xara1243,five,xãːxɛ̃ mɛ̃,,,chan2019,xara1243,"Xârâgurè, New Caledonia"
xara1243-hand,xara1243,hand,mɛ,,,abvd,xara1243,Xârâgurè
dumb1241-five,dumb1241,five,tàakȗ(xẹ́),,,barlowpacific,dumb1241,nráa drùbea
dumb1241-hand,dumb1241,hand,mi,,,abvd,dumb1241,Drubea
nume1242-five,nume1242,five,tAA vïxé,,,barlowpacific,nume1242,nââ kwênyII
nume1242-hand,nume1242,hand,mẽ,,,abvd,nume1242,Numèè (Nââ Numèè)
rotu1241-five,rotu1241,five,lima,,,abvd,rotu1241,Rotuman
rotu1241-hand,rotu1241,hand,si' hapa,,,abvd,rotu1241,Rotuman
namo1248-five,namo1248,five,lima,,,chan2019,gone1237,"Namosi-Naitasiri-Serua, Fiji"
west2519-five,west2519,five,lima,,,abvd,west2519,Western Fijian (Navosa)
west2519-hand,west2519,hand,lima,,,abvd,west2519,Western Fijian (Navosa)
fiji1243-five,fiji1243,five,lima,,,abvd,fiji1243,Tokelau Fijian
fiji1243-hand,fiji1243,hand,liga,,,abvd,fiji1243,Tokelau Fijian
gone1237-five,gone1237,five,lima,,,chan2019,gone1237,"Gone Dau Fijian, Republic of Fiji"
tong1325-five,tong1325,five,nima,,,abvd,tong1325,Tongan
tong1325-hand,tong1325,hand,nima,,,abvd,tong1325,Tongan
niue1239-five,niue1239,five,lima,,,abvd,niue1239,Niue
niue1239-hand,niue1239,hand,lima,,,abvd,niue1239,Niue
east2447-five,east2447,five,lima,,,abvd,east2447,"Futuna, East"
east2447-hand,east2447,hand,lima,,,abvd,east2447,"Futuna, East"
niua1240-five,niua1240,five,nima,,,chan2019,niua1240,"Niuafo'ou, Tonga"
niua1241-five,niua1241,five,Lima,,,barlowpacific,niua1241,Tale van d’Eylanden Solomonis
wall1257-five,wall1257,five,nima,,,abvd,wall1257,"Uvea, East"
wall1257-hand,wall1257,hand,nima,,,abvd,wall1257,"Uvea, East"
samo1305-five,samo1305,five,lima,,,abvd,samo1305,Samoan
samo1305-hand,samo1305,hand,lima,,,abvd,samo1305,Samoan
toke1240-five,toke1240,five,lima,,,chan2019,toke1240,"Tokelauan, Tuvalu"
puka1242-five,puka1242,five,lima,,,abvd,puka1242,Pukapuka
puka1242-hand,puka1242,hand,lima,,,abvd,puka1242,Pukapuka
tuva1244-five,tuva1244,five,lima,,,abvd,nort2844,Nanumea
tuva1244-hand,tuva1244,hand,lima,,,abvd,nort2844,Nanumea
west2516-five,west2516,five,lima,,,abvd,west2516,"Uvea, West"
west2516-hand,west2516,hand,lima,,,abvd,west2516,"Uvea, West"
futu1245-five,futu1245,five,rima,,,abvd,west2515,Futuna-Aniwa (Futuna)
futu1245-hand,futu1245,hand,rima,,,abvd,west2515,Futuna-Aniwa (Futuna)
mele1250-five,mele1250,five,rima,,,abvd,mele1251,Mele
mele1250-hand,mele1250,hand,rima,,,abvd,fila1237,Fila
emae1237-five,emae1237,five,rima,,,abvd,emae1237,Emae (Makatea)
emae1237-hand,emae1237,hand,rima,,,abvd,emae1237,Emae (Makatea)
tiko1237-five,tiko1237,five,rima,,,abvd,tiko1237,Tikopia
tiko1237-hand,tiko1237,hand,rima,,,abvd,tiko1237,Tikopia
anut1237-five,anut1237,five,nima,,,abvd,anut1237,Anuta
anut1237-hand,anut1237,hand,nima,,,abvd,anut1237,Anuta
pile1238-five,pile1238,five,lima,,,abvd,pile1238,Vaeakau-Taumako
pile1238-hand,pile1238,hand,lima,,,abvd,pile1238,Vaeakau-Taumako
renn1242-five,renn1242,five,gima,,,abvd,mung1271,Rennellese
renn1242-hand,renn1242,hand,gima,,,abvd,mung1271,Rennellese
kapi1249-five,kapi1249,five,lima,,,abvd,kapi1249,Kapingamarangi
kapi1249-hand,kapi1249,hand,lima,,,abvd,kapi1249,Kapingamarangi
nuku1260-five,nuku1260,five,lima,,,abvd,nuku1260,Nukuoro
nuku1260-hand,nuku1260,hand,lima,,,abvd,nuku1260,Nukuoro
sika1261-five,sika1261,five,lima,,,abvd,sika1261,Sikaiana
sika1261-hand,sika1261,hand,lima,,,abvd,sika1261,Sikaiana
onto1237-five,onto1237,five,lima,,,abvd,onto1237,Luangiua
onto1237-hand,onto1237,hand,lima,,,abvd,onto1237,Luangiua
nuku1258-five,nuku1258,five,rima,,,abvd,nuku1258,Nukumanu
nuku1258-hand,nuku1258,hand,rima,,,abvd,nuku1258,Nukumanu
taku1257-five,taku1257,five,rima,,,abvd,taku1257,Takuu
taku1257-hand,taku1257,hand,rima,,,abvd,taku1257,Takuu
nuku1259-five,nuku1259,five,rima,,,abvd,nuku1259,Nukeria
nuku1259-hand,nuku1259,hand,rima,,,abvd,nuku1259,Nukeria
maor1246-five,maor1246,five,rima,,,abvd,sout2867,South Island Maori
maor1246-hand,maor1246,hand,ringa,,,abvd,maor1246,Maori
mori1267-five,mori1267,five,te/rima,,,abvd,mori1267,Mooriori
mori1267-hand,mori1267,hand,ri/rima,,,abvd,mori1267,Mooriori
raro1241-five,raro1241,five,rima,,,abvd,raro1241,Rarotongan
raro1241-hand,raro1241,hand,rima,,,abvd,mauk1238,Ma'uke
raka1237-five,raka1237,five,rima,,,barlowpacific,raka1237,Manihiki
raka1237-hand,raka1237,hand,rima,,,abvd,raka1237,Manihiki
penr1237-five,penr1237,five,rima,,,abvd,penr1237,Penrhyn (Tongareva)
penr1237-hand,penr1237,hand,rima,,,abvd,penr1237,Penrhyn (Tongareva)
aust1304-five,aust1304,five,pae,,,barlowpacific,aust1304,Austral - Ra’ivavae
aust1304-hand,aust1304,hand,rima,,,abvd,ruru1237,Rurutuan
tahi1242-five,tahi1242,five,rima,,,abvd,tahi1242,Tahitian
tahi1242-hand,tahi1242,hand,rima,,,abvd,tahi1242,Tahitian
tuam1242-five,tuam1242,five,rima,,,abvd,tuam1242,Tuamotu
tuam1242-hand,tuam1242,hand,rima,,,abvd,tuam1242,Tuamotu
rapa1245-five,rapa1245,five,rima,,,abvd,mang1402,Mangaia
rapa1245-hand,rapa1245,hand,rima,,,abvd,mang1402,Mangaia
hawa1245-five,hawa1245,five,lima,,,abvd,hawa1245,Hawaiian
hawa1245-hand,hawa1245,hand,lima,,,abvd,hawa1245,Hawaiian
nort2845-five,nort2845,five,'ima,,,abvd,nuku1261,Marquesan (Nukuhiva dialect)
nort2845-hand,nort2845,hand,'ima,,,abvd,nuku1261,Marquesan (Nukuhiva dialect)
sout2866-five,sout2866,five,e ʔima,,,chan2019,sout2866,"South Marquesan, Fr. Polynesia"
mang1401-five,mang1401,five,rima,,,abvd,mang1401,Mangareva
mang1401-hand,mang1401,hand,rima,,,abvd,mang1401,Mangareva
rapa1244-five,rapa1244,five,rima,,,abvd,rapa1244,Rapanui (Easter Island)
rapa1244-hand,rapa1244,hand,rima,,,abvd,rapa1244,Rapanui (Easter Island)
